id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,total_area,property_age,price_per_sqft,year,month,year_month,city_state
8123450300,2015-03-06,508000.0,3,1.75,1800,8462,1.0,0,0,3,8,1440,360,1978,0,98052,47.6623,-122.141,2210,8436,10262,47,282.22222222222223,2015,March,2015-03,"Redmond, Washington"
5466400530,2014-07-21,261500.0,3,2.5,1740,6992,2.0,0,0,3,7,1740,0,1990,0,98042,47.3574,-122.158,1260,6825,8732,35,150.28735632183907,2014,July,2014-07,"Kent, Washington"
2524059267,2014-09-17,799900.0,4,4.0,3650,18223,2.0,0,3,3,9,3330,320,2013,0,98006,47.5442,-122.116,3220,11022,21873,12,219.15068493150685,2014,September,2014-09,"Bellevue, Washington"
4307340130,2014-06-22,374000.0,4,2.5,2580,6260,2.0,0,0,3,7,2580,0,2004,0,98056,47.4858,-122.185,2160,3600,8840,21,144.96124031007753,2014,June,2014-06,"Renton, Washington"
1180003435,2014-12-09,275000.0,4,1.75,1690,6000,1.0,0,0,3,7,1690,0,1957,0,98178,47.497,-122.227,1350,6000,7690,68,162.72189349112426,2014,December,2014-12,"Seattle, Washington"
3812400455,2014-11-04,291000.0,7,1.0,2350,8636,1.0,0,0,3,7,1550,800,1962,0,98118,47.5432,-122.277,1500,7366,10986,63,123.82978723404256,2014,November,2014-11,"Seattle, Washington"
2770600841,2014-06-04,640000.0,3,2.5,1690,1553,2.5,0,0,3,8,1690,0,2007,0,98199,47.6443,-122.385,1910,1553,3243,18,378.698224852071,2014,June,2014-06,"Seattle, Washington"
4167700240,2014-12-04,268450.0,5,2.25,2200,9600,1.0,0,0,4,7,1100,1100,1963,0,98023,47.3263,-122.364,1780,9680,11800,62,122.02272727272727,2014,December,2014-12,"Federal Way, Washington"
4022902050,2015-04-15,457000.0,4,2.5,2200,10800,1.0,0,0,3,8,1500,700,1964,0,98155,47.7711,-122.288,2280,10800,13000,61,207.72727272727272,2015,April,2015-04,"Seattle, Washington"
8832900135,2015-01-13,769000.0,5,2.25,3320,13138,1.0,0,2,4,9,1900,1420,1964,0,98028,47.759,-122.269,2820,13138,16458,61,231.6265060240964,2015,January,2015-01,"Kenmore, Washington"
1402950100,2014-11-21,305000.0,4,2.5,2430,5959,2.0,0,0,3,8,2430,0,2002,0,98092,47.3348,-122.19,2100,5414,8389,23,125.51440329218107,2014,November,2014-11,"Auburn, Washington"
2122059199,2014-10-02,490000.0,4,4.25,4480,5715,2.0,0,0,3,7,3680,800,2003,0,98030,47.373,-122.179,2190,6070,10195,22,109.375,2014,October,2014-10,"Kent, Washington"
7129301001,2014-12-09,675000.0,4,2.75,2670,6780,2.0,0,3,5,8,1630,1040,1908,0,98118,47.5131,-122.256,2400,5989,9450,117,252.80898876404495,2014,December,2014-12,"Seattle, Washington"
8682210650,2014-05-27,715000.0,2,2.5,2160,5581,1.0,0,0,3,8,2160,0,2002,0,98053,47.7017,-122.023,2315,5652,7741,23,331.01851851851853,2014,May,2014-05,"Redmond, Washington"
6908200006,2014-09-19,699000.0,3,2.0,1820,4080,2.0,0,2,3,8,1820,0,1937,1987,98107,47.6735,-122.401,2160,5400,5900,88,384.0659340659341,2014,September,2014-09,"Seattle, Washington"
1630700361,2015-04-09,583500.0,4,1.75,2860,48351,1.0,0,0,3,8,1710,1150,1978,0,98077,47.7605,-122.085,2460,43560,51211,47,204.020979020979,2015,April,2015-04,"Woodinville, Washington"
6073300040,2015-01-06,375000.0,4,2.25,2020,12500,2.0,0,0,2,8,2020,0,1966,0,98056,47.5403,-122.175,1800,13175,14520,59,185.64356435643563,2015,January,2015-01,"Renton, Washington"
5104520720,2014-09-30,353500.0,4,2.5,1770,9239,2.0,0,0,3,7,1770,0,2004,0,98038,47.3512,-122.006,2150,5450,11009,21,199.71751412429379,2014,September,2014-09,"Maple Valley, Washington"
1774000720,2014-06-20,425000.0,3,2.25,1790,10209,1.0,0,0,3,7,1290,500,1967,0,98072,47.7492,-122.086,1840,9900,11999,58,237.43016759776538,2014,June,2014-06,"Woodinville, Washington"
9416400020,2014-08-27,572000.0,3,2.75,2200,3885,2.0,0,0,3,8,2200,0,2002,0,98074,47.6171,-122.028,2710,6000,6085,23,260.0,2014,August,2014-08,"Sammamish, Washington"
5318100504,2014-07-28,524000.0,2,2.0,1450,2272,1.0,0,0,4,6,750,700,1924,0,98112,47.633,-122.282,2170,4370,3722,101,361.37931034482756,2014,July,2014-07,"Seattle, Washington"
4364700990,2014-10-03,335000.0,3,1.0,1030,7200,1.0,0,0,3,6,880,150,1948,0,98126,47.5255,-122.376,1030,7200,8230,77,325.24271844660194,2014,October,2014-10,"Seattle, Washington"
3528000470,2014-05-09,851000.0,3,2.5,3560,107290,2.0,0,0,3,10,3560,0,1987,0,98053,47.6652,-122.049,3660,89298,110850,38,239.04494382022472,2014,May,2014-05,"Redmond, Washington"
6811000220,2015-02-04,510000.0,3,2.75,1950,12630,1.0,0,0,4,8,1230,720,1969,0,98052,47.6301,-122.107,1990,12196,14580,56,261.53846153846155,2015,February,2015-02,"Redmond, Washington"
7568700525,2015-03-18,326000.0,2,1.0,1210,7440,1.0,0,0,3,6,780,430,1940,0,98155,47.7376,-122.322,1070,7440,8650,85,269.42148760330576,2015,March,2015-03,"Seattle, Washington"
2877100655,2014-12-08,695000.0,4,2.25,2360,2500,2.0,0,3,3,8,1520,840,2001,0,98117,47.6771,-122.358,1810,3900,4860,24,294.49152542372883,2014,December,2014-12,"Seattle, Washington"
3630090110,2014-10-18,690000.0,4,3.5,2980,2147,2.5,0,0,3,10,2490,490,2006,0,98029,47.5463,-121.995,2880,2428,5127,19,231.54362416107384,2014,October,2014-10,"Issaquah, Washington"
6362900007,2014-09-05,395000.0,3,2.0,1500,2506,1.0,0,0,3,7,870,630,2003,0,98144,47.5962,-122.301,1500,4662,4006,22,263.3333333333333,2014,September,2014-09,"Seattle, Washington"
722079056,2014-10-06,352500.0,4,2.5,2300,219106,1.0,0,0,4,7,1840,460,1958,0,98038,47.4044,-121.963,2120,123710,221406,67,153.2608695652174,2014,October,2014-10,"Maple Valley, Washington"
3621059043,2014-05-27,293000.0,4,2.5,3250,235063,1.0,0,2,3,9,3250,0,1973,0,98092,47.2582,-122.113,1600,44287,238313,52,90.15384615384616,2014,May,2014-05,"Auburn, Washington"
522059189,2015-04-17,235000.0,3,1.0,1460,8400,1.0,0,0,3,7,1460,0,1958,0,98055,47.4243,-122.198,1460,9600,9860,67,160.95890410958904,2015,April,2015-04,"Renton, Washington"
7183000120,2014-08-12,380000.0,4,2.5,2500,11070,1.0,0,2,4,8,1300,1200,1964,0,98003,47.336,-122.334,2500,11070,13570,61,152.0,2014,August,2014-08,"Federal Way, Washington"
1939000030,2014-06-27,652500.0,4,2.5,2540,38677,2.0,0,0,3,9,2540,0,1987,0,98053,47.6694,-122.044,2560,36280,41217,38,256.8897637795276,2014,June,2014-06,"Redmond, Washington"
1326039061,2014-10-20,429950.0,3,1.75,1430,9750,1.0,0,0,5,7,1430,0,1962,0,98133,47.7441,-122.357,1630,9282,11180,63,300.6643356643357,2014,October,2014-10,"Seattle, Washington"
8820901415,2014-05-29,400000.0,4,2.75,1240,3867,1.0,0,0,3,7,800,440,1987,0,98125,47.7157,-122.284,1150,7733,5107,38,322.5806451612903,2014,May,2014-05,"Seattle, Washington"
8728550150,2014-07-15,545000.0,3,2.5,2660,20369,2.0,0,0,3,8,2660,0,1992,0,98027,47.5234,-122.055,2720,12927,23029,33,204.88721804511277,2014,July,2014-07,"Issaquah, Washington"
1432400060,2014-05-29,230000.0,2,1.0,950,7560,1.0,0,0,3,6,950,0,1958,0,98058,47.4499,-122.176,1160,7560,8510,67,242.10526315789474,2014,May,2014-05,"Renton, Washington"
7696620100,2015-04-22,254999.0,3,1.0,1580,7560,1.0,0,0,4,7,1000,580,1976,0,98001,47.3318,-122.277,1580,7560,9140,49,161.39177215189872,2015,April,2015-04,"Auburn, Washington"
3541700170,2014-10-17,324450.0,3,2.0,1420,16000,1.0,0,0,3,7,1420,0,1966,0,98166,47.478,-122.358,1900,12630,17420,59,228.48591549295776,2014,October,2014-10,"Seattle, Washington"
3630200630,2014-08-05,805000.0,4,2.5,3020,3600,2.5,0,0,3,9,3020,0,2009,0,98029,47.5407,-121.993,2570,3600,6620,16,266.55629139072846,2014,August,2014-08,"Issaquah, Washington"
3523069047,2014-08-25,849000.0,4,2.75,4010,87555,2.0,0,0,3,10,4010,0,2004,0,98038,47.4299,-121.998,2451,209523,91565,21,211.7206982543641,2014,August,2014-08,"Maple Valley, Washington"
1005000036,2014-06-13,285000.0,3,1.75,1840,8601,1.0,0,0,3,7,920,920,1905,2014,98118,47.5359,-122.276,1390,7452,10441,120,154.8913043478261,2014,June,2014-06,"Seattle, Washington"
3450300270,2015-04-03,268000.0,5,1.75,1730,10368,1.0,0,0,5,7,1010,720,1963,0,98059,47.5008,-122.162,1730,7728,12098,62,154.91329479768785,2015,April,2015-04,"Renton, Washington"
2473000410,2015-04-08,479950.0,4,2.25,2570,11070,2.0,0,0,4,8,2570,0,1966,0,98058,47.4507,-122.152,2210,9600,13640,59,186.75097276264592,2015,April,2015-04,"Renton, Washington"
7812800995,2014-09-05,200000.0,2,1.0,790,5985,1.0,0,0,3,6,790,0,1944,0,98178,47.4941,-122.24,1030,5985,6775,81,253.16455696202533,2014,September,2014-09,"Seattle, Washington"
9510970010,2015-04-29,593567.0,3,2.5,1770,3205,2.0,0,0,3,9,1770,0,2005,0,98052,47.6658,-122.084,2120,4134,4975,20,335.3485875706215,2015,April,2015-04,"Redmond, Washington"
1532300155,2014-09-16,425000.0,4,1.0,1080,6095,1.5,0,0,4,6,1080,0,1924,0,98103,47.6962,-122.346,1200,5060,7175,101,393.51851851851853,2014,September,2014-09,"Seattle, Washington"
9376301800,2015-03-24,724950.0,4,1.75,1960,4340,1.0,0,0,5,8,980,980,1912,0,98117,47.6847,-122.37,1630,4360,6300,113,369.8724489795918,2015,March,2015-03,"Seattle, Washington"
6145600900,2015-05-13,325000.0,2,2.5,1170,1638,2.0,0,0,3,8,1170,0,2008,0,98133,47.7041,-122.351,1350,1407,2808,17,277.77777777777777,2015,May,2015-05,"Seattle, Washington"
8563030280,2014-05-13,700000.0,3,2.5,2030,8398,2.0,0,0,4,9,2030,0,1975,0,98008,47.6272,-122.095,2450,8104,10428,50,344.82758620689657,2014,May,2014-05,"Bellevue, Washington"
1163400070,2014-11-12,220000.0,3,1.0,1660,21514,1.0,0,0,4,7,1660,0,1973,0,98022,47.2159,-121.964,1660,21600,23174,52,132.53012048192772,2014,November,2014-11,"Enumclaw, Washington"
8122100690,2014-06-23,449000.0,4,2.5,1850,5040,1.0,0,0,3,7,1230,620,1930,2013,98126,47.5386,-122.373,1010,5040,6890,95,242.7027027027027,2014,June,2014-06,"Seattle, Washington"
1939130070,2014-09-29,690000.0,4,2.5,2820,8307,2.0,0,0,3,9,2820,0,1990,0,98074,47.6253,-122.027,2820,8307,11127,35,244.68085106382978,2014,September,2014-09,"Sammamish, Washington"
3574800010,2015-04-28,485000.0,4,2.75,1830,8384,1.0,0,0,3,7,1320,510,1979,0,98034,47.733,-122.22,2190,7695,10214,46,265.0273224043716,2015,April,2015-04,"Kirkland, Washington"
7522600030,2014-08-26,251000.0,3,2.0,1300,8400,1.0,0,0,4,7,1300,0,1967,0,98198,47.368,-122.315,1300,7500,9700,58,193.07692307692307,2014,August,2014-08,"Seattle, Washington"
1388600110,2014-08-21,245000.0,3,2.0,1490,7929,1.0,0,0,3,7,1490,0,1989,0,98002,47.2875,-122.218,1650,7929,9419,36,164.4295302013423,2014,August,2014-08,"Auburn, Washington"
6021501635,2014-11-02,825000.0,4,2.5,2560,4000,2.0,0,0,5,8,1610,950,1929,0,98117,47.6885,-122.386,1760,4000,6560,96,322.265625,2014,November,2014-11,"Seattle, Washington"
7697920150,2014-10-02,240000.0,4,2.25,1830,7614,2.0,0,0,3,7,1830,0,1991,0,98030,47.3682,-122.179,1860,6930,9444,34,131.14754098360655,2014,October,2014-10,"Kent, Washington"
4302200415,2014-11-04,339888.0,4,1.75,1440,6144,1.0,0,0,5,6,720,720,1947,0,98106,47.5257,-122.357,960,5160,7584,78,236.03333333333333,2014,November,2014-11,"Seattle, Washington"
3658700690,2015-03-27,480000.0,3,1.5,1200,3060,1.0,0,0,4,7,1060,140,1910,0,98115,47.679,-122.315,1410,3060,4260,115,400.0,2015,March,2015-03,"Seattle, Washington"
8901000543,2014-06-09,620000.0,3,2.5,2590,7237,2.0,0,0,3,8,2590,0,2004,0,98125,47.7113,-122.309,1670,7648,9827,21,239.3822393822394,2014,June,2014-06,"Seattle, Washington"
993001342,2014-08-08,397500.0,3,2.25,1430,1383,3.0,0,0,3,8,1430,0,2005,0,98103,47.6917,-122.341,1430,1347,2813,20,277.97202797202794,2014,August,2014-08,"Seattle, Washington"
6031400013,2014-06-16,150000.0,3,1.5,1230,8056,1.0,0,0,4,6,1230,0,1949,0,98168,47.4878,-122.314,850,6714,9286,76,121.95121951219512,2014,June,2014-06,"Seattle, Washington"
2783600210,2014-09-16,445000.0,3,1.75,1850,16863,1.0,0,0,4,7,1280,570,1980,0,98034,47.7166,-122.225,1790,9000,18713,45,240.54054054054055,2014,September,2014-09,"Kirkland, Washington"
2215900410,2015-05-08,323000.0,4,2.75,2000,9083,2.0,0,0,4,7,2000,0,1992,0,98038,47.3511,-122.058,1690,7735,11083,33,161.5,2015,May,2015-05,"Maple Valley, Washington"
9320990090,2015-04-21,348000.0,3,2.5,1730,4004,2.0,0,0,3,7,1730,0,1999,0,98148,47.4317,-122.328,1730,5523,5734,26,201.15606936416185,2015,April,2015-04,"Seattle, Washington"
1525059074,2014-07-23,850000.0,4,1.0,2500,35802,1.5,0,0,3,7,2500,0,1955,0,98005,47.6488,-122.153,2880,40510,38302,70,340.0,2014,July,2014-07,"Bellevue, Washington"
9269200650,2014-10-27,314000.0,2,1.0,720,4920,1.0,0,0,3,6,720,0,1941,0,98126,47.5352,-122.371,670,4920,5640,84,436.1111111111111,2014,October,2014-10,"Seattle, Washington"
7849202296,2015-01-30,339900.0,3,2.5,1470,4675,2.0,0,0,3,7,1470,0,1999,0,98065,47.5261,-121.827,1500,4385,6145,26,231.22448979591837,2015,January,2015-01,"Snoqualmie, Washington"
3649100346,2015-01-09,322968.0,5,1.75,1890,9600,1.0,0,0,4,7,1890,0,1960,0,98028,47.7391,-122.241,2350,5308,11490,65,170.8825396825397,2015,January,2015-01,"Kenmore, Washington"
1777500160,2015-04-25,718000.0,5,3.0,3070,9804,1.0,0,0,4,9,1740,1330,1968,0,98006,47.5702,-122.128,2550,9689,12874,57,233.87622149837134,2015,April,2015-04,"Bellevue, Washington"
8663260030,2014-11-18,416000.0,3,2.5,1800,5372,2.0,0,0,3,8,1800,0,1987,0,98034,47.7188,-122.177,1650,6014,7172,38,231.11111111111111,2014,November,2014-11,"Kirkland, Washington"
7695470200,2014-12-08,600000.0,3,2.5,2680,43995,2.0,0,0,3,9,2680,0,1986,0,98077,47.7655,-122.086,2520,37277,46675,39,223.88059701492537,2014,December,2014-12,"Woodinville, Washington"
7899800791,2014-10-23,230000.0,3,2.0,1160,1174,2.0,0,0,3,7,790,370,2007,0,98106,47.5225,-122.357,1160,994,2334,18,198.27586206896552,2014,October,2014-10,"Seattle, Washington"
726059048,2014-09-26,490500.0,3,2.0,3000,21883,2.0,0,0,3,7,1970,1030,1998,0,98011,47.7599,-122.214,2280,14025,24883,27,163.5,2014,September,2014-09,"Bothell, Washington"
6067910130,2015-03-25,526000.0,3,2.25,2000,18099,1.0,0,0,4,8,1250,750,1978,0,98006,47.5443,-122.18,2060,12000,20099,47,263.0,2015,March,2015-03,"Bellevue, Washington"
1951500030,2015-02-04,140000.0,3,1.0,1090,10620,1.5,0,0,3,7,1090,0,1959,0,98032,47.3748,-122.294,1380,10620,11710,66,128.44036697247705,2015,February,2015-02,"Kent, Washington"
3205000310,2014-11-21,345000.0,3,1.0,1340,9339,1.0,0,0,5,7,1340,0,1960,0,98056,47.5407,-122.177,1310,9350,10679,65,257.46268656716416,2014,November,2014-11,"Renton, Washington"
5450500010,2015-03-13,975000.0,4,2.25,2240,9990,2.0,0,0,4,10,2240,0,1967,0,98040,47.5516,-122.217,2600,11480,12230,58,435.26785714285717,2015,March,2015-03,"Mercer Island, Washington"
9547204675,2014-10-24,538000.0,2,1.75,1850,3060,1.0,0,0,3,7,1060,790,1929,1992,98115,47.6821,-122.308,1850,4080,4910,96,290.81081081081084,2014,October,2014-10,"Seattle, Washington"
6626100260,2014-08-06,700000.0,4,2.5,3100,36562,2.0,0,0,3,10,3100,0,1994,0,98077,47.7646,-122.065,3080,39351,39662,31,225.80645161290323,2014,August,2014-08,"Woodinville, Washington"
7960100030,2014-08-14,601000.0,4,3.5,2160,3600,2.0,0,0,3,8,1660,500,1998,0,98122,47.6103,-122.297,1230,3840,5760,27,278.24074074074076,2014,August,2014-08,"Seattle, Washington"
7129302235,2015-01-22,325000.0,3,1.75,2080,6554,1.0,0,0,3,7,1040,1040,1950,0,98118,47.5135,-122.257,1230,5650,8634,75,156.25,2015,January,2015-01,"Seattle, Washington"
9297301055,2014-12-09,363000.0,2,1.0,1120,4800,1.0,0,0,3,7,770,350,1926,0,98126,47.5669,-122.372,1510,4800,5920,99,324.10714285714283,2014,December,2014-12,"Seattle, Washington"
5608010980,2014-10-07,878000.0,4,2.5,3480,13421,2.0,0,0,3,11,3480,0,1995,0,98027,47.5504,-122.097,3290,9642,16901,30,252.29885057471265,2014,October,2014-10,"Issaquah, Washington"
3629921140,2014-10-30,856000.0,5,3.25,3620,5500,2.0,0,2,3,9,3620,0,2003,0,98029,47.5442,-121.996,3260,5500,9120,22,236.46408839779005,2014,October,2014-10,"Issaquah, Washington"
8732750100,2014-05-25,325000.0,4,3.5,2630,3435,1.5,0,3,3,7,1640,990,1984,0,98188,47.4355,-122.272,1920,2435,6065,41,123.57414448669202,2014,May,2014-05,"Seattle, Washington"
1558500100,2014-09-16,360000.0,4,2.25,1930,6508,2.0,0,0,3,8,1930,0,1996,0,98019,47.7458,-121.977,2170,6548,8438,29,186.52849740932643,2014,September,2014-09,"Duvall, Washington"
9274200322,2014-08-20,580000.0,3,2.5,1740,1236,3.0,0,2,3,8,1740,0,2008,0,98116,47.5891,-122.387,1740,1280,2976,17,333.3333333333333,2014,August,2014-08,"Seattle, Washington"
8582010290,2014-08-14,683000.0,3,2.5,2300,9218,2.0,0,2,3,9,2300,0,1998,0,98027,47.5504,-122.077,2730,9930,11518,27,296.95652173913044,2014,August,2014-08,"Issaquah, Washington"
1563103040,2014-10-25,490000.0,2,1.0,990,5000,1.0,0,0,3,7,990,0,1941,0,98116,47.5666,-122.403,2250,6032,5990,84,494.949494949495,2014,October,2014-10,"Seattle, Washington"
1081300200,2014-05-09,352000.0,3,2.25,1640,11050,1.0,0,0,4,8,1640,0,1972,0,98059,47.4723,-122.121,1870,11050,12690,53,214.6341463414634,2014,May,2014-05,"Renton, Washington"
3026059204,2014-05-30,825500.0,3,2.5,2780,11964,2.0,0,0,3,9,2780,0,2009,0,98034,47.7127,-122.216,1760,9640,14744,16,296.9424460431655,2014,May,2014-05,"Kirkland, Washington"
9407101840,2014-06-20,378000.0,4,2.5,1890,12236,1.0,0,0,3,7,1230,660,1978,0,98045,47.4491,-121.78,1390,11360,14126,47,200.0,2014,June,2014-06,"North Bend, Washington"
808300470,2014-12-02,436000.0,4,2.5,2495,5751,2.0,0,0,3,7,2495,0,2002,0,98019,47.7243,-121.957,2490,6300,8246,23,174.749498997996,2014,December,2014-12,"Duvall, Washington"
6929602390,2014-08-26,230000.0,3,1.0,880,7500,1.0,0,0,3,7,880,0,1978,0,98198,47.3837,-122.307,880,7500,8380,47,261.3636363636364,2014,August,2014-08,"Seattle, Washington"
9191200490,2015-03-24,826600.0,4,3.25,3230,5000,1.5,0,0,4,7,1750,1480,1916,0,98105,47.6702,-122.3,1730,4000,8230,109,255.91331269349845,2015,March,2015-03,"Seattle, Washington"
8730000250,2015-02-05,360000.0,2,1.75,1340,1050,3.0,0,0,3,8,1340,0,2009,0,98133,47.7053,-122.343,1340,1090,2390,16,268.65671641791045,2015,February,2015-02,"Seattle, Washington"
7300400150,2014-10-27,299000.0,4,2.5,2350,6958,2.0,0,0,3,9,2350,0,1998,0,98092,47.3321,-122.172,2480,6395,9308,27,127.23404255319149,2014,October,2014-10,"Auburn, Washington"
4040400200,2014-10-07,527500.0,5,2.25,2530,8250,2.0,0,0,4,7,2530,0,1961,0,98007,47.6117,-122.134,2020,8250,10780,64,208.49802371541503,2014,October,2014-10,"Bellevue, Washington"
7972602490,2014-12-12,220000.0,5,2.5,1760,10200,1.5,0,0,3,6,1760,0,1925,0,98106,47.5271,-122.351,1370,7620,11960,100,125.0,2014,December,2014-12,"Seattle, Washington"
3034200142,2014-09-23,435000.0,3,1.5,1740,6988,1.0,0,0,3,7,1600,140,1950,0,98133,47.7211,-122.33,1650,7500,8728,75,250.0,2014,September,2014-09,"Seattle, Washington"
7605800090,2015-01-08,1010000.0,3,2.5,2860,5805,2.0,0,0,3,9,2860,0,1999,0,98005,47.6218,-122.16,2360,5832,8665,26,353.1468531468532,2015,January,2015-01,"Bellevue, Washington"
2767600686,2015-03-31,487000.0,2,1.5,1160,1118,2.0,0,0,3,8,1020,140,2007,0,98117,47.6754,-122.375,1210,1118,2278,18,419.82758620689657,2015,March,2015-03,"Seattle, Washington"
6979900010,2014-09-05,975000.0,4,2.5,3420,183387,2.0,0,0,3,10,3420,0,2000,0,98053,47.633,-121.972,2260,34613,186807,25,285.0877192982456,2014,September,2014-09,"Redmond, Washington"
1796381120,2014-07-28,219000.0,3,2.0,1090,7350,1.0,0,0,4,7,1090,0,1990,0,98042,47.3687,-122.085,1490,7741,8440,35,200.91743119266056,2014,July,2014-07,"Kent, Washington"
9407150250,2014-09-24,280000.0,3,2.5,1600,7936,2.0,0,0,3,7,1600,0,1996,0,98038,47.3673,-122.017,1830,7936,9536,29,175.0,2014,September,2014-09,"Maple Valley, Washington"
546000245,2014-07-16,549900.0,3,1.5,1380,3031,1.5,0,0,4,7,1380,0,1929,0,98117,47.6889,-122.38,1440,4005,4411,96,398.4782608695652,2014,July,2014-07,"Seattle, Washington"
1332700030,2015-03-12,293000.0,2,2.25,1610,1968,2.0,0,0,4,7,1610,0,1979,0,98056,47.5184,-122.196,1950,1968,3578,46,181.98757763975155,2015,March,2015-03,"Renton, Washington"
8901001185,2014-10-07,505000.0,4,3.0,2280,7400,1.0,0,0,3,7,1340,940,1978,0,98125,47.711,-122.306,1540,7500,9680,47,221.49122807017545,2014,October,2014-10,"Seattle, Washington"
1231001130,2014-11-13,572000.0,3,2.25,1860,4000,1.5,0,0,5,7,1020,840,1920,0,98118,47.5539,-122.267,1180,4000,5860,105,307.5268817204301,2014,November,2014-11,"Seattle, Washington"
6700390100,2015-03-18,245000.0,3,2.5,1770,6187,2.0,0,0,3,7,1770,0,1992,0,98031,47.4034,-122.189,1650,7200,7957,33,138.4180790960452,2015,March,2015-03,"Kent, Washington"
704450070,2014-07-07,450000.0,3,2.5,1990,12793,2.0,0,0,3,8,1990,0,1993,0,98028,47.7347,-122.226,2290,9035,14783,32,226.13065326633165,2014,July,2014-07,"Kenmore, Washington"
8651402750,2015-04-30,219950.0,3,1.5,1210,5200,1.0,0,0,5,6,1210,0,1969,0,98042,47.3615,-122.087,1120,5200,6410,56,181.77685950413223,2015,April,2015-04,"Kent, Washington"
6821102350,2015-01-09,323000.0,2,1.0,880,1712,2.0,0,0,4,7,880,0,1945,0,98199,47.6475,-122.397,1360,1748,2592,80,367.04545454545456,2015,January,2015-01,"Seattle, Washington"
2141500070,2014-06-19,450000.0,4,2.5,2400,7693,2.0,0,0,3,8,2400,0,2003,0,98059,47.4881,-122.142,2400,8038,10093,22,187.5,2014,June,2014-06,"Renton, Washington"
7806300030,2014-09-17,299000.0,3,2.75,3080,19635,1.0,0,2,4,7,1610,1470,1958,0,98032,47.3841,-122.284,2424,12410,22715,67,97.07792207792208,2014,September,2014-09,"Kent, Washington"
8961950050,2015-03-20,409000.0,4,2.75,3230,12651,2.0,0,0,4,8,3230,0,2002,0,98001,47.3157,-122.251,2550,12081,15881,23,126.62538699690403,2015,March,2015-03,"Auburn, Washington"
3388110230,2014-07-29,179000.0,4,1.75,1790,7175,1.5,0,0,3,6,1410,380,1900,0,98168,47.4963,-122.318,1790,8417,8965,125,100.0,2014,July,2014-07,"Seattle, Washington"
3022079094,2014-10-06,675000.0,4,2.5,3320,244807,2.0,0,0,3,9,3320,0,2001,0,98010,47.3637,-121.955,2530,217800,248127,24,203.3132530120482,2014,October,2014-10,"Black Diamond, Washington"
9250900095,2014-08-19,331000.0,2,1.0,1480,6210,1.0,0,0,3,7,1080,400,1950,0,98133,47.774,-122.351,1290,7509,7690,75,223.64864864864865,2014,August,2014-08,"Seattle, Washington"
8682262380,2014-09-05,381000.0,2,2.0,1340,4447,1.0,0,0,3,8,1340,0,2004,0,98053,47.7175,-122.033,1350,4458,5787,21,284.32835820895525,2014,September,2014-09,"Redmond, Washington"
2968801075,2014-09-22,320600.0,3,2.0,1220,7620,1.0,0,0,3,6,720,500,1947,2014,98166,47.4564,-122.352,1640,7620,8840,78,262.78688524590166,2014,September,2014-09,"Seattle, Washington"
4343800100,2014-10-21,315000.0,3,1.75,1680,7250,1.0,0,0,3,7,930,750,1952,0,98133,47.7201,-122.35,1340,7250,8930,73,187.5,2014,October,2014-10,"Seattle, Washington"
4039400410,2014-10-10,525000.0,4,1.75,1820,6600,1.0,0,0,5,7,1820,0,1960,0,98007,47.606,-122.135,1430,8800,8420,65,288.46153846153845,2014,October,2014-10,"Bellevue, Washington"
6840701095,2015-04-03,548500.0,3,1.0,1740,4400,1.5,0,0,3,7,1740,0,1924,0,98122,47.6059,-122.3,1720,4400,6140,101,315.2298850574713,2015,April,2015-04,"Seattle, Washington"
7116500125,2014-05-28,189000.0,2,2.0,1700,3171,1.0,0,0,5,5,850,850,1927,0,98002,47.3025,-122.224,1380,5906,4871,98,111.17647058823529,2014,May,2014-05,"Auburn, Washington"
2832100270,2015-05-07,306888.0,4,1.5,1940,8970,1.5,0,0,3,7,1270,670,1980,0,98125,47.7297,-122.326,1960,8470,10910,45,158.1896907216495,2015,May,2015-05,"Seattle, Washington"
7856560480,2014-08-08,635000.0,3,2.5,1780,11000,1.0,0,0,4,8,1210,570,1980,0,98006,47.5574,-122.149,2310,9700,12780,45,356.7415730337079,2014,August,2014-08,"Bellevue, Washington"
6840701150,2015-03-11,540000.0,5,1.0,2480,4400,1.5,0,0,3,7,1640,840,1919,0,98122,47.6046,-122.3,1940,4400,6880,106,217.74193548387098,2015,March,2015-03,"Seattle, Washington"
6446200175,2014-09-16,735000.0,3,2.5,3020,50800,1.0,0,0,5,8,1510,1510,1968,0,98029,47.5529,-122.026,2400,27135,53820,57,243.3774834437086,2014,September,2014-09,"Issaquah, Washington"
3213200180,2015-05-05,700180.0,2,1.75,1530,4387,1.0,0,0,3,8,1020,510,1952,0,98115,47.6726,-122.264,1870,5029,5917,73,457.63398692810455,2015,May,2015-05,"Seattle, Washington"
3524049083,2014-11-04,445000.0,4,1.75,2100,4400,1.5,0,0,5,7,1720,380,1924,0,98118,47.5299,-122.266,1850,4400,6500,101,211.9047619047619,2014,November,2014-11,"Seattle, Washington"
6114400142,2015-02-26,484000.0,5,2.5,3600,20001,2.0,0,0,4,9,3600,0,1976,0,98166,47.4484,-122.339,2860,21780,23601,49,134.44444444444446,2015,February,2015-02,"Seattle, Washington"
